country,country_short,party_short,wave,party_name_english,party_name_original,family,family_label,poppa_id,partyfacts_id,n_experts,mean_n_experts,manichean,indivisible,generalwill,peoplecentrism,antielitism,peopleimm,peoplewealthy,elitepol,elitemedia,eliteecon,elitecult,lrecon,salienceecon,immigration,nativism,lifestyle,laworder,saliencecult,lroverall,eu,climatepolicy,climatescience,complex,emotional,intradem,personalised,populism_mean,populism_cfa,populism_cfa_rescaled
Romania,ROU,PUSL,Wave 2 - 2023,Social Liberal Humanist Party,Partidul Umanist Social Liberal,5,Social Democratic,2309,NA,10,5.96,4.333333333333333,6.166666666666667,5.333333333333333,4.5,3.3333333333333335,5.666666666666667,6.142857142857143,6.833333333333333,7,7.333333333333333,7.166666666666667,5,7,5.333333333333333,4.5,4.333333333333333,4.166666666666667,5.5,5.166666666666667,5.5,3.3333333333333335,4.25,NA,NA,NA,NA,4.733333333333333,-0.17006717886670764,4.7300659332209065
Romania,ROU,NR,Wave 2 - 2023,Romanian Nationhood Party,Partidul Neamul Romanesc,1,Radical Right,2310,NA,10,5.28,7.333333333333333,7.833333333333333,7.8,7.2,7.6,2,2,4.8,6.8,4.8,7.4,2.6,4.6,1.8,9,0.6666666666666666,7.166666666666667,8.833333333333334,8.5,1.3333333333333333,2,2.5,NA,NA,NA,NA,7.553333333333333,2.100265989945924,7.919395310063529
Romania,ROU,APP,Wave 2 - 2023,Alliance for the Fatherland,Alianta pentru Patrie,2,Conservatives,2311,NA,10,5.88,6.666666666666667,7.666666666666667,8,6.833333333333333,6.5,2.6666666666666665,2.5,5.333333333333333,7.333333333333333,5.333333333333333,7.5,2.6666666666666665,4.666666666666667,2,8.5,1.8333333333333333,6.333333333333333,7.666666666666667,7,1.8333333333333333,1.6666666666666667,2.5,NA,NA,NA,NA,7.133333333333334,1.9459766503440514,7.70265200115823
Romania,ROU,PRO,Wave 2 - 2023,PRO Romania,PRO România,3,Liberal,2312,7359,10,7.68,5.222222222222222,5.285714285714286,6,4.714285714285714,5.25,4.375,5.375,6.5,7.142857142857143,6.285714285714286,7.142857142857143,3.7142857142857144,5.857142857142857,4.125,6.5,3.875,4.875,5.875,4.5,6.125,3,4.666666666666667,NA,NA,NA,NA,5.294444444444444,0.2216074244598589,5.280284436704213
Romania,ROU,REPER,Wave 2 - 2023,Renewing Romania's European Project,Reînnoim Proiectul European al României,3,Liberal,2313,NA,10,7.56,4,4.5,4.857142857142857,4,2.5714285714285716,6.571428571428571,6.285714285714286,7.25,6.875,6.875,8.5,7.75,8.375,8,3.125,7.75,4.875,6.375,7.125,9.25,6.875,7.714285714285714,NA,NA,NA,NA,3.9857142857142858,-0.5865675520878176,4.144972567177753
Slovakia,SVK,Smer-SD,Wave 1 - 2018,Direction - Social Democracy,Smer – sociálna demokracia,5,Social Democratic,2401,311,12,11.625,4.75,6,5.5,3.9166667,4.2727275,NA,NA,NA,NA,NA,NA,2.8333333,NA,1.4166666,6.5,2.8333333,6.4166665,NA,3.8333333,7,NA,NA,5.4,8.083333,3.2,9,4.88787884,-0.2389752064700621,4.63326498798757
Slovakia,SVK,Smer-SD,Wave 2 - 2023,Direction - Social Democracy,Smer – sociálna demokracia,5,Social Democratic,2401,311,10,9.56,8,6.2,8.1,7.6,7.3,1.8,4.7,7.5,7.9,7.333333333333333,6.7,2.4,7.8,0.9,7.1,1.6,6.4,7,4.1,4.4,2.857142857142857,1.75,NA,NA,NA,NA,7.4399999999999995,2.4607759537249736,8.425834203667113
Slovakia,SVK,SaS,Wave 1 - 2018,Freedom and Solidarity,Sloboda a Solidarita,3,Liberal,2402,1386,12,11.0625,5.75,4.9,4.090909,3.090909,5,NA,NA,NA,NA,NA,NA,9.090909,NA,1.5454545,5.6,6.818182,3.9166667,NA,8.25,3.9166667,NA,NA,3.5,6.818182,3.4,7.9166665,4.5663636,-0.8082276101824694,3.8335879014092287
Slovakia,SVK,SaS,Wave 2 - 2023,Freedom and Solidarity,Sloboda a Solidarita,3,Liberal,2402,1386,10,9.48,5.2,1.5555555555555556,2.2222222222222223,2.3,2.2,5.5,8.1,7.2,6.1,6.5,5.111111111111111,9.2,9.5,3.2,3.9,7.9,3.6,5.8,8.2,5.2,3.125,3.25,NA,NA,NA,NA,2.6955555555555555,-1.801494563745249,2.4382616481697026
Slovakia,SVK,OĽaNO,Wave 1 - 2018,Ordinary People and Independent Personalities,Obyčajní ľudia a nezávislé osobnosti,2,Conservatives,2403,2130,12,11,8.166667,6.818182,6.3333335,7.25,7.2727275,NA,NA,NA,NA,NA,NA,6.888889,NA,2.5,5.2727275,3.3636363,5,NA,7.3636365,4.9,NA,NA,2.2,8.083333,3,7.75,7.168182,1.7944299022264119,7.489761442901825
Slovakia,SVK,OĽaNO,Wave 2 - 2023,Ordinary People and Independent Personalities,Obyčajní ľudia a nezávislé osobnosti,2,Conservatives,2403,2130,10,9.28,8.2,5.888888888888889,6.666666666666667,8.3,7.777777777777778,4.9,5.4,7.2,7.3,7,5.777777777777778,5.2,6.6,3.25,5.3,1.8,6,7.2,5.9,6.6,3.8333333333333335,3,NA,NA,NA,NA,7.366666666666667,2.1796982377020897,8.030980519105722
Slovakia,SVK,SNS,Wave 1 - 2018,Slovak National Party,Slovenská národná strana,1,Radical Right,2404,730,12,11.625,5,5.5454545,5.5833335,4.9166665,4.818182,NA,NA,NA,NA,NA,NA,5.3333335,NA,1.3333334,8,1.6666666,7.4166665,NA,6.75,4.1666665,NA,NA,3.6,6.75,4,7,5.1727273,0.11129309443588814,5.125316549935345
Slovakia,SVK,SNS,Wave 2 - 2023,Slovak National Party,Slovenská národná strana,1,Radical Right,2404,730,10,9.2,7.1,6.5,7,7.3,6.888888888888889,1.6,5.555555555555555,7.222222222222222,7.333333333333333,5.875,5.666666666666667,4.5,3.8,0.9,7.6,1,7,8.2,7.8,3,2.857142857142857,2,NA,NA,NA,NA,6.957777777777777,1.7841773287930558,7.4753587842575255
Slovakia,SVK,LSNS,Wave 1 - 2018,Kotleba - People's Party Our Slovakia,Kotleba - Ľudová strana Naše Slovensko,1,Radical Right,2405,656,12,11.375,9,7.090909,8.5,8.333333,9.545455,NA,NA,NA,NA,NA,NA,4.1,NA,0.25,9.5,0.25,8.916667,NA,9.083333,0.25,NA,NA,0.5,9.666667,1.25,9.083333,8.4939394,2.98289117234555,9.159293692220551
Slovakia,SVK,LSNS,Wave 2 - 2023,Kotleba - People's Party Our Slovakia,Kotleba - Ľudová strana Naše Slovensko,1,Radical Right,2405,656,10,9.32,8.8,7.9,8.3,8.8,9.3,0.5,3,7,7.333333333333333,6.375,5.777777777777778,2.9,3.5,0.2,8.9,0.3,8.3,9.3,9.6,0.6,1.3333333333333333,0.75,NA,NA,NA,NA,8.620000000000001,3.0422956271421833,9.242744163455708
Slovakia,SVK,SME RODINA,Wave 1 - 2018,We are family - Boris Kollár,SME RODINA – Boris Kollár,2,Conservatives,2406,4873,12,10.6875,6.909091,6.7272725,7.4545455,8,8.818182,NA,NA,NA,NA,NA,NA,6.125,NA,0.8333333,8.363636,1.8181819,7.4545455,NA,7.8,2.3636363,NA,NA,1.1,9,2.2222223,9,7.5818182,2.0076252328186466,7.789254988696735
Slovakia,SVK,SME RODINA,Wave 2 - 2023,We are family - Boris Kollár,SME RODINA – Boris Kollár,2,Conservatives,2406,4873,10,9.36,4.9,6.333333333333333,6.8,7.9,7.4,3,6.9,5.8,6.555555555555555,5.125,6.125,4.2,6.6,1.8,7.5,2,5.8,7.5,6.4,5.5,3.2857142857142856,2.25,NA,NA,NA,NA,6.666666666666667,1.2995525941457453,6.794565355263321
Slovakia,SVK,MOST-HÍD,Wave 1 - 2018,Bridge,Most–Híd,8,Regionalist,2407,NA,12,11.5,3.0833333,2.7272727,1.8333334,2.25,2.4545455,NA,NA,NA,NA,NA,NA,6.1666665,NA,5.5833335,2.0833333,6.3333335,3.3333333,NA,5.909091,9,NA,NA,7.7,3.4166667,6.111111,6.9166665,2.46969698,-2.4701342463590565,1.4989668294280851
Slovakia,SVK,Spolu,Wave 1 - 2018,Together – Civic Democracy,Spolu – občianska demokracia,2,Conservatives,2408,NA,12,8.25,3.6666667,2.9,1.75,1.5714285,2.5,NA,NA,NA,NA,NA,NA,6.8,NA,5,1.6666666,8.25,2.2222223,NA,6,9.333333,NA,NA,7.875,1.8888888,6.8333335,5.1666665,2.47761904,-2.5527817425915917,1.3828648884099874
Slovakia,SVK,PS,Wave 1 - 2018,Progressive Slovakia,Progresívne Slovensko,3,Liberal,2409,7361,12,9,3.1,2.6,1.4444444,1.75,2.6,NA,NA,NA,NA,NA,NA,4.6666665,NA,6.571429,1.3,9.222222,2,NA,4.1,9.6,NA,NA,8.444445,1.5,8,4.142857,2.2988888800000002,-2.766814213691364,1.0821953404098021
Slovakia,SVK,PS,Wave 2 - 2023,Progressive Slovakia,Progresívne Slovensko,3,Liberal,2409,7361,10,9.44,3.8,1.3,2.2,2.3,2.4,8.6,6,6.666666666666667,5.222222222222222,5.5,6.777777777777778,4.5,6.333333333333333,6.9,1.9,9.2,2.5,6.8,4.1,9.3,8,9.142857142857142,NA,NA,NA,NA,2.4,-2.1860487994894244,1.8980457283672372
Slovakia,SVK,KDH,Wave 1 - 2018,Christian Democratic Movement,Kresťanskodemokratické hnutie,4,Christian Democratic,2410,63,12,11.5625,5.5,3.7272727,4,3.5,3.5454545,NA,NA,NA,NA,NA,NA,7.3333335,NA,2.75,5.4166665,1.25,5.9166665,NA,7.4166665,6.5,NA,NA,6,4.25,6.1,5,4.05454544,-0.7376654456560968,3.932712552940114
Slovakia,SVK,KDH,Wave 2 - 2023,Christian Democratic Movement,Kresťanskodemokratické hnutie,4,Christian Democratic,2410,63,10,9.04,4.7,3,4.555555555555555,2.9,3,5.4,5.888888888888889,6.666666666666667,5.333333333333333,5.875,5.555555555555555,6.1,5.2,3.7777777777777777,4.555555555555555,1.6,5.4,8.2,6.8,6.4,4.5,5.25,NA,NA,NA,NA,3.631111111111111,-0.9199916688109293,3.6765834580282024
Slovakia,SVK,ZL',Wave 2 - 2023,For The People,Za L'Udi,2,Conservatives,2411,8394,10,8.24,5.111111111111111,1.7777777777777777,2.75,2.375,2.75,6.444444444444445,5.888888888888889,6.222222222222222,5.333333333333333,5.625,6.111111111111111,6.333333333333333,5.125,5.375,4.111111111111111,4.5,4.875,5.555555555555555,6.333333333333333,8.25,7,5.6,NA,NA,NA,NA,2.9527777777777775,-1.638277079326052,2.667547078618109
Slovakia,SVK,HLAS-SD,Wave 2 - 2023,Voice - Socia Democracy,Hlas - sociálna demokracia,9,No family,2412,9071,10,8.64,5.1,4.7,6.1,6.2,5.1,3.3333333333333335,5.333333333333333,6.777777777777778,7.444444444444445,6.625,6.625,3,7.4,2.25,5.875,3.25,5.444444444444445,5.333333333333333,3.5,6.222222222222222,3,4,NA,NA,NA,NA,5.4399999999999995,0.6641234055670806,5.901924131553807
Slovakia,SVK,REP,Wave 2 - 2023,Republic,Republika,1,Radical Right,2413,9072,10,8.8,8.2,7.9,8.4,8.666666666666666,9,0.4444444444444444,3.375,6.666666666666667,7.222222222222222,6.875,5.666666666666667,2.75,3.125,0.4,8,0.6,8.2,9.2,9.1,0.9,0.8,1.25,NA,NA,NA,NA,8.433333333333334,2.9010040095622074,9.044259856024695
Slovakia,SVK,A-S,Wave 2 - 2023,Alliance,Aliancia – Szovetseg,8,Regionalist,2414,295,10,4.96,3.8333333333333335,3.5,3.8,2.2,2.4,5.142857142857143,6.8,6.6,5.8,NA,5.833333333333333,6.166666666666667,3.8333333333333335,4.75,5.166666666666667,2.6666666666666665,5.6,5.6,6.142857142857143,7.666666666666667,NA,NA,NA,NA,NA,NA,3.1466666666666665,-1.5701190464008712,2.7632944427769
Slovenia,SVN,SMC,Wave 1 - 2018,Party of Miro Cerar,Stranka modernega centra,3,Liberal,2501,NA,8,8,5.625,5,5.75,5.125,4.25,NA,NA,NA,NA,NA,NA,5.5,NA,3.875,4.875,6.125,5,NA,5.25,8.375,NA,NA,7.25,5,4.5,8.625,5.15,0.4065540034784037,5.540094567531346
Slovenia,SVN,SDS,Wave 1 - 2018,Slovenian Democratic Party,Slovenska demokratska stranka,2,Conservatives,2502,472,8,8,8.875,7.625,9,6.75,8.125,NA,NA,NA,NA,NA,NA,8.375,NA,1,9.375,2.125,8.875,NA,9,7.375,NA,NA,3.875,9.25,1.875,9.5,8.075,2.745881879294802,8.826346655505764
Slovenia,SVN,SDS,Wave 2 - 2023,Slovenian Democratic Party,Slovenska demokratska stranka,2,Conservatives,2502,472,5,4.92,7.8,4.4,5.4,6.4,7.4,2.8,5.8,6.4,7.2,5.6,5.6,6.4,7.2,1.4,7.2,3.8,6,6.8,6.8,6.6,3.5,5,NA,NA,NA,NA,6.28,1.0278382031000672,6.412865126690215
Slovenia,SVN,DeSUS,Wave 1 - 2018,Democratic Party of Pensioners of Slovenia,Demokratična stranka upokojencev Slovenije,9,No family,2503,NA,8,7.9375,6.375,6.285714,6.625,5.75,5.5,NA,NA,NA,NA,NA,NA,3.375,NA,3.75,5.625,4.375,5.5,NA,4.375,7.5,NA,NA,3.875,7.625,3.5,8.75,6.1071428,1.0685269534644648,6.470024062051256
Slovenia,SVN,SD,Wave 1 - 2018,Social Democrats,Socialni demokrati,5,Social Democratic,2504,1403,8,7.9375,5.875,6.142857,6,5.875,4.75,NA,NA,NA,NA,NA,NA,3.625,NA,4.75,4.25,6.375,3.75,NA,4,8.125,NA,NA,5.125,6.625,5.125,6.625,5.7285714,0.7948766621769583,6.085604310371712
Slovenia,SVN,SD,Wave 2 - 2023,Social Democrats,Socialni demokrati,5,Social Democratic,2504,1403,5,4.92,4.2,4,4.2,4,3.2,7.6,3.6,4.6,3.8,6.2,4.2,2.4,6.2,7,4,5.6,5,5.8,2.2,7,5,5.5,NA,NA,NA,NA,3.92,-0.8193146707859973,3.8180129679274795
Slovenia,SVN,Levica,Wave 1 - 2018,The Left (former United Left alliance),Združena levica,5,Social Democratic,2505,6131,8,7.6875,7.142857,5,6.5,8.714286,8.875,NA,NA,NA,NA,NA,NA,0.875,NA,7.875,2.125,9.125,1.75,NA,2.25,4.857143,NA,NA,3.375,7.875,6.142857,6.5,7.2464286,1.886050931898745,7.618469266706983
Slovenia,SVN,Levica,Wave 2 - 2023,The Left (former United Left alliance),Združena levica,5,Social Democratic,2505,6131,5,4.92,6.2,5.2,4.8,6.2,5.4,9,1.4,6,4,8.6,4.2,0.6,7.2,8.2,2.8,7,3,6.2,0.8,4.2,7.5,6,NA,NA,NA,NA,5.5600000000000005,0.4846291145347486,5.649773291655559
Slovenia,SVN,NSI,Wave 1 - 2018,New Slovenia - Christian People's Party,Nova Slovenija – Krščanski demokrati,4,Christian Democratic,2506,1618,8,7.9375,6.375,6.5,6.875,6.25,5.875,NA,NA,NA,NA,NA,NA,7.75,NA,1.5,8.625,1.75,7.5,NA,7.75,7.714286,NA,NA,5,7.375,4.625,7.25,6.375,1.294155166818914,6.786983131751237
Slovenia,SVN,NSI,Wave 2 - 2023,New Slovenia - Christian People's Party,Nova Slovenija – Krščanski demokrati,4,Christian Democratic,2506,1618,5,4.92,3,2.6,3.6,4.4,2.8,4.2,6.4,3.6,4.4,4.6,4.4,7,7.6,2.6,6.4,3.2,7.2,6.8,7,8,5,5.75,NA,NA,NA,NA,3.2800000000000002,-1.2401571758189303,3.226819841401676
Slovenia,SVN,PAB,Wave 1 - 2018,Party of Alenka Bratusek,Stranka Alenke Bratušek,9,No family,2507,NA,8,6.375,5.1666665,5.2,4.8333335,5,5.285714,NA,NA,NA,NA,NA,NA,5.25,NA,4.285714,4.6666665,7,4,NA,4.857143,8.142858,NA,NA,5.857143,4.857143,3.2,8.857142,5.0971428,-0.12358145727599923,4.795368365264619
Slovenia,SVN,LMŠ,Wave 1 - 2018,Marjan Šarec List,Marjan Šarec List,5,Social Democratic,2508,NA,8,5.75,5.8333335,6.6,7,6.1666665,7.8333335,NA,NA,NA,NA,NA,NA,3.8,NA,3.6,6.428571,4.6,5.8,NA,4.4,5.8,NA,NA,2.3333333,7.571429,2.2,9.625,6.6866667,1.0690134058206673,6.470707422895111
Slovenia,SVN,GS,Wave 2 - 2023,Freedom Movement,Gibanje Svoboda,3,Liberal,2511,9067,5,4.68,5.2,4.6,4.2,3.6,2.4,7.8,4.8,5.8,4,6,4.75,4,5.4,6.8,4,6.4,3.6,5.2,3.4,7.2,5.75,6.5,NA,NA,NA,NA,4,-0.6208771594986539,4.0967749544544425
Spain,ESP,PP,Wave 1 - 2018,People's Party,Partido Popular,2,Conservatives,2601,441,11,10.875,5.4,5.181818,5.7272725,1.4545455,0.72727275,NA,NA,NA,NA,NA,NA,7.5454545,NA,3.4545455,6.3,1.9090909,7.5454545,NA,7.6363635,8.181818,NA,NA,6.5454545,6.818182,1.3636364,7.090909,3.69818175,-0.5659595426421163,4.1739223842470246
Spain,ESP,PP,Wave 2 - 2023,People's Party,Partido Popular,2,Conservatives,2601,441,13,12.76,6,4.230769230769231,5,2.1538461538461537,1.3076923076923077,4.769230769230769,9.384615384615385,3.6923076923076925,3.230769230769231,3.4615384615384617,4.6923076923076925,7.6923076923076925,7.6923076923076925,3.6923076923076925,6.615384615384615,3.3076923076923075,7.333333333333333,6.076923076923077,7.3076923076923075,8.076923076923077,3.076923076923077,5.1,NA,NA,NA,NA,3.7384615384615385,-0.5221107511521522,4.235520497140353
Spain,ESP,PSOE,Wave 1 - 2018,Spanish Socialist Workers Party,Partido Socialista Obrero Español,5,Social Democratic,2602,1338,11,10.875,4.4,2.8181818,4.6363635,3.2727273,2.5454545,NA,NA,NA,NA,NA,NA,4.5454545,NA,5.818182,2.9,7.3636365,3.7272727,NA,4.2727275,8.909091,NA,NA,6.090909,5.3636365,5,6.181818,3.53454542,-0.8358760038060236,3.794747860124792
Spain,ESP,PSOE,Wave 2 - 2023,Spanish Socialist Workers Party,Partido Socialista Obrero Español,5,Social Democratic,2602,1338,13,12.76,4.3076923076923075,3.4615384615384617,4.6923076923076925,2.769230769230769,2.230769230769231,7.538461538461538,6.3076923076923075,4.076923076923077,3.3076923076923075,5.3076923076923075,3.6923076923076925,3.923076923076923,7.461538461538462,6.230769230769231,3.8461538461538463,7.6923076923076925,4.416666666666667,5.3076923076923075,3.769230769230769,8.76923076923077,5.923076923076923,7.3,NA,NA,NA,NA,3.4923076923076923,-0.9532832530582436,3.629815948703956
Spain,ESP,UP,Wave 1 - 2018,United We Can,Unidas Podemos,6,Radical Left,2603,3203,11,10.875,7.1,5.090909,7.2727275,8.454545,9.090909,NA,NA,NA,NA,NA,NA,1.5454545,NA,7.4545455,1.4,9,1,NA,1.5454545,5.2727275,NA,NA,4.5454545,8.181818,7,8.272727,7.4018181,2.0608023498620383,7.863957390922125
Spain,ESP,UP,Wave 2 - 2023,United We Can,Unidas Podemos,6,Radical Left,2603,3203,13,12.76,7.153846153846154,5.923076923076923,7.153846153846154,7.6923076923076925,8,9.153846153846153,1.5384615384615385,6.3076923076923075,6.923076923076923,8.461538461538462,2.923076923076923,1.6923076923076923,7.384615384615385,8.307692307692308,2.1538461538461537,9.461538461538462,1.4166666666666667,7.6923076923076925,1.6153846153846154,5.769230769230769,7.461538461538462,7.8,NA,NA,NA,NA,7.184615384615385,1.890103959224971,7.624162897621708
Spain,ESP,C's,Wave 1 - 2018,Citizens -- Party of the Citizenry,Ciudadanos,3,Liberal,2604,3217,11,10.75,4.9,4.4545455,5.4545455,3.2727273,2.4545455,NA,NA,NA,NA,NA,NA,7.818182,NA,4.1,5.4444447,5.7272725,6,NA,6.2727275,8.727273,NA,NA,5.181818,5.7272725,3.6363637,8.818182,4.10727276,-0.36046955787481333,4.462591577856198
Spain,ESP,C's,Wave 2 - 2023,Citizens -- Party of the Citizenry,Ciudadanos,3,Liberal,2604,3217,13,12.64,5.6923076923076925,4.076923076923077,4.846153846153846,3.1538461538461537,2.1538461538461537,6.416666666666667,8.538461538461538,5.153846153846154,3.3846153846153846,3.4615384615384617,3.6923076923076925,7,7.230769230769231,5.230769230769231,5.384615384615385,6.923076923076923,5.916666666666667,5.076923076923077,6,8.846153846153847,4.583333333333333,6,NA,NA,NA,NA,3.9846153846153847,-0.40496539699133766,4.400084502334849
Spain,ESP,IU,Wave 1 - 2018,United Left,Izquierda Unida,6,Radical Left,2605,NA,11,10.875,6.6,3.5454545,6,7.090909,8,NA,NA,NA,NA,NA,NA,1.5454545,NA,7.6363635,1.4,8.818182,1.2727273,NA,1.6363636,4.3636365,NA,NA,4.7272725,6.7272725,6.181818,4.2727275,6.2472727,1.0813389826250255,6.4880222050287095
Spain,ESP,EAJ-PNV,Wave 1 - 2018,Basque Nationalist Party,Euzko Alderdi Jeltzalea / Partido Nacionalista Vasco,8,Regionalist,2606,1637,11,9.4375,5.4444447,4.75,6,3.7777777,1.8,NA,NA,NA,NA,NA,NA,5.7272725,NA,4.2222223,6.625,4.3,5.2,NA,6.181818,8.090909,NA,NA,6,6.5,3.7142856,5.1,4.35444448,0.17015223422616438,5.208000970974302
Spain,ESP,EAJ-PNV,Wave 2 - 2023,Basque Nationalist Party,Euzko Alderdi Jeltzalea / Partido Nacionalista Vasco,8,Regionalist,2606,1637,13,11.6,4.416666666666667,5.153846153846154,6,3.3076923076923075,1.7692307692307692,4.636363636363637,7.833333333333333,4.25,4.363636363636363,4,3.4615384615384617,6.076923076923077,5.666666666666667,4.2,6.833333333333333,4.181818181818182,5.2727272727272725,5.818181818181818,6.076923076923077,7.545454545454546,5,6.5,NA,NA,NA,NA,4.12948717948718,-0.21927115170281483,4.660944943324241
Spain,ESP,ERC,Wave 1 - 2018,Republican Left of Catalonia,Esquerra Republicana de Catalunya,8,Regionalist,2607,848,11,9.6875,7.4444447,6.7777777,8.222222,7,5.5555553,NA,NA,NA,NA,NA,NA,3.1818182,NA,5.4,6.3333335,8.1,1.9090909,NA,3,6.181818,NA,NA,4,8.8,4.285714,5.9,6.99999994,2.297043804429018,8.195825779856667
Spain,ESP,ERC,Wave 2 - 2023,Republican Left of Catalonia,Esquerra Republicana de Catalunya,8,Regionalist,2607,848,13,11.52,6.076923076923077,5.615384615384615,6.583333333333333,6.153846153846154,4.846153846153846,6.083333333333333,4.083333333333333,5.461538461538462,5.3,7.2727272727272725,3.25,3.3846153846153846,5.181818181818182,6.181818181818182,5.666666666666667,8.5,2.727272727272727,7,3.076923076923077,6.7272727272727275,7.1,7.714285714285714,NA,NA,NA,NA,5.855128205128205,1.114395244372454,6.534459136897528
Spain,ESP,C,Wave 1 - 2018,Compromise,Compromís,6,Radical Left,2608,5623,11,7.9375,5.285714,4.625,6,7.285714,5.75,NA,NA,NA,NA,NA,NA,2.8888888,NA,6.5555553,3.857143,8.555555,1.8,NA,2.7,7,NA,NA,4.857143,7.285714,5.3333335,5.571429,5.7892855999999995,0.9656226219312797,6.325465628041863
Spain,ESP,C,Wave 2 - 2023,Compromise,Compromís,6,Radical Left,2608,5623,13,9.4,5.222222222222222,5.222222222222222,6,6.444444444444445,5.9,8.5,2.888888888888889,5.1,5.777777777777778,7.111111111111111,2.888888888888889,2.5454545454545454,6.7,7.7,3.3333333333333335,8.8,2.25,6.6,2.4545454545454546,6.444444444444445,7.818181818181818,7.857142857142857,NA,NA,NA,NA,5.757777777777778,0.7062611163449762,5.96111854438403
Spain,ESP,EH-Bildu,Wave 1 - 2018,Basque Country Unite,Euskal Herria Bildu,8,Regionalist,2609,5668,11,8.625,7.5555553,5.7777777,7,7.5,7,NA,NA,NA,NA,NA,NA,2,NA,6,7,8.4,1.7,NA,1.6363636,3.625,NA,NA,3.5714285,8.1,5.8,3.8888888,6.9666666,1.931089524618251,7.68173879420417
Spain,ESP,EH-Bildu,Wave 2 - 2023,Basque Country Unite,Euskal Herria Bildu,8,Regionalist,2609,5668,13,10.96,5.909090909090909,5.818181818181818,6.75,6.75,6.25,6.25,2.6666666666666665,4.833333333333333,5.9,7.636363636363637,3.272727272727273,1.9230769230769231,5.083333333333333,5.818181818181818,5.833333333333333,8.5,1.3,7.2727272727272725,1.7692307692307692,5.9,7,7.428571428571429,NA,NA,NA,NA,6.295454545454546,1.2390402780182217,6.709558577343042
Spain,ESP,CC,Wave 1 - 2018,Canary Coalition,Coalición Canaria,8,Regionalist,2610,81,11,5.9375,3.2,4,5,3,0.42857143,NA,NA,NA,NA,NA,NA,6.5555553,NA,4.4,3.8,5,5.714286,NA,6.4545455,7.5,NA,NA,5.5,5.5,NA,5.25,3.125714286,-0.9392418858879648,3.6495410469504947
Spain,ESP,CC,Wave 2 - 2023,Canary Coalition,Coalición Canaria,8,Regionalist,2610,81,13,7.72,3.625,3.625,4.625,3.5,2.125,5.142857142857143,8.25,4.25,3.875,4,3.5,5.8,6.125,3.875,5.428571428571429,4.142857142857143,5.428571428571429,4.875,5.888888888888889,7.75,4,7,NA,NA,NA,NA,3.5,-0.9191436344717027,3.677774763721931
Spain,ESP,JxCat,Wave 1 - 2018,Together for Catalonia,Junts per Catalunya,8,Regionalist,2611,7421,11,8.875,8.375,7.375,7.888889,6,3.2,NA,NA,NA,NA,NA,NA,6.6,NA,3.5555556,7.5555553,4,4.888889,NA,6.2,7.3333335,NA,NA,4.285714,8.888889,2.25,7.4444447,6.5677778,2.2651841309665044,8.151069796943485
Spain,ESP,JxCat,Wave 2 - 2023,Together for Catalonia,Junts per Catalunya,8,Regionalist,2611,7421,13,11.16,7.615384615384615,6.846153846153846,7.833333333333333,7.25,5.416666666666667,3.8333333333333335,7,5.833333333333333,5,5.363636363636363,4.545454545454546,6.3076923076923075,4.181818181818182,4,7.416666666666667,5.4,3.9,6.75,6.153846153846154,6.818181818181818,4.25,6.142857142857143,NA,NA,NA,NA,6.992307692307692,2.288674744468445,8.184069052185382
Spain,ESP,MP-Equo,Wave 2 - 2023,More Country-Equo,Más País-Equo,6,Radical Left,2612,8395,13,11.68,5.833333333333333,5.083333333333333,6.25,5.916666666666667,6.25,9.083333333333334,2.4545454545454546,5.833333333333333,4.833333333333333,7.5,2.4166666666666665,2.4166666666666665,6.416666666666667,8.25,2.25,9.25,1.4545454545454546,7.416666666666667,2.1666666666666665,6.666666666666667,8.5,8.11111111111111,NA,NA,NA,NA,5.866666666666666,0.767006118777675,6.046452196473649
Spain,ESP,CUP-PR,Wave 2 - 2023,Popular Unity Candidacy - For Rupture,Candidatura d'Unitat Popular,8,Regionalist,2613,8357,13,10.84,7.636363636363637,7,6.833333333333333,8.083333333333334,7.3076923076923075,7.333333333333333,1.1666666666666667,7.083333333333333,6.7272727272727275,8.538461538461538,3.2,0.8333333333333334,6.181818181818182,7.2,4.363636363636363,9.2,1.1,7.2,1.2307692307692308,3.0833333333333335,8.11111111111111,7.714285714285714,NA,NA,NA,NA,7.372144522144522,2.0918291556266455,7.907543374007773
Spain,ESP,BNG,Wave 2 - 2023,Galician Nationalist Bloc,Bloque Nacionalista Gallego,8,Regionalist,2614,1011,13,8.72,6,5.5,5.75,6,5.6,6.666666666666667,4.444444444444445,4.666666666666667,4.5,5.666666666666667,3.75,3.25,5.2,5.333333333333333,5,7.571428571428571,3,6.25,3.0833333333333335,6.222222222222222,6.142857142857143,7.166666666666667,NA,NA,NA,NA,5.77,0.7077495619937869,5.963209490108998
Spain,ESP,PRC,Wave 2 - 2023,Regionalist Party of Cantabria,Partido Regionalista de Cantabria,8,Regionalist,2616,NA,13,6.4,4,3.5,4.222222222222222,3.5714285714285716,3,5.166666666666667,6.571428571428571,4.333333333333333,4.5,4.666666666666667,3.857142857142857,5.125,5.666666666666667,5,5.4,4.833333333333333,5,4.5,5,6.8,4.8,6.6,NA,NA,NA,NA,3.6587301587301586,-0.9971970031549098,3.568126582951585
